,,Iteração,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,Média ± Desvio Padrão
n,25,0.000013s,0.000009s,0.000011s,0.000008s,0.000008s,0.000008s,0.000009s,0.000008s,0.000008s,0.000007s,0.000009s ± 0.000002s
,100,0.000022s,0.000035s,0.000033s,0.000036s,0.000037s,0.000023s,0.000020s,0.000020s,0.000020s,0.000020s,0.000027s ± 0.000007s
,1000,0.000190s,0.000185s,0.000185s,0.000187s,0.000184s,0.000195s,0.000182s,0.000185s,0.000182s,0.000180s,0.000186s ± 0.000004s
