25	0.000001
30	0.000001
35	0.000002
40	0.000002
45	0.000003
50	0.000003
55	0.000004
60	0.000004
65	0.000005
70	0.000005
75	0.000006
80	0.000007
85	0.000008
90	0.000009
95	0.000010
100	0.000010
105	0.000012
110	0.000013
115	0.000014
120	0.000015
125	0.000016
130	0.000017
135	0.000018
140	0.000019
145	0.000021
150	0.000022
155	0.000023
160	0.000025
165	0.000026
170	0.000028
175	0.000029
180	0.000031
185	0.000033
190	0.000034
195	0.000036
200	0.000038
205	0.000039
210	0.000041
215	0.000043
220	0.000045
225	0.000047
230	0.000049
235	0.000051
240	0.000053
245	0.000056
250	0.000057
255	0.000059
260	0.000062
265	0.000064
270	0.000066
275	0.000069
280	0.000071
285	0.000073
290	0.000076
295	0.000078
300	0.000081
305	0.000084
310	0.000087
315	0.000089
320	0.000092
325	0.000094
330	0.000097
335	0.000100
340	0.000103
345	0.000106
350	0.000109
355	0.000112
360	0.000115
365	0.000120
370	0.000125
375	0.000127
380	0.000129
385	0.000134
390	0.000139
395	0.000141
400	0.000145
405	0.000147
410	0.000152
415	0.000155
420	0.000155
425	0.000164
430	0.000169
435	0.000170
440	0.000174
445	0.000176
450	0.000177
455	0.000188
460	0.000189
465	0.000194
470	0.000197
475	0.000202
480	0.000205
485	0.000210
490	0.000212
495	0.000222
500	0.000223
505	0.000227
510	0.000231
515	0.000233
520	0.000241
525	0.000245
530	0.000249
535	0.000254
540	0.000259
545	0.000264
550	0.000268
555	0.000273
560	0.000276
565	0.000285
570	0.000287
575	0.000292
580	0.000298
585	0.000300
590	0.000305
595	0.000312
600	0.000313
605	0.000319
610	0.000331
615	0.000333
620	0.000339
625	0.000344
630	0.000349
635	0.000355
640	0.000361
645	0.000363
650	0.000370
655	0.000374
660	0.000380
665	0.000388
670	0.000386
675	0.000402
680	0.000406
685	0.000409
690	0.000410
695	0.000418
700	0.000430
705	0.000432
710	0.000436
715	0.000447
720	0.000452
725	0.000451
730	0.000466
735	0.000473
740	0.000474
745	0.000486
750	0.000488
755	0.000493
760	0.000494
765	0.000499
770	0.000505
775	0.000512
780	0.000518
785	0.000525
790	0.000532
795	0.000538
800	0.000544
805	0.000551
810	0.000558
815	0.000564
820	0.000572
825	0.000584
830	0.000594
835	0.000600
840	0.000605
845	0.000613
850	0.000625
855	0.000630
860	0.000631
865	0.000651
870	0.000658
875	0.000654
880	0.000672
885	0.000672
890	0.000674
895	0.000687
900	0.000698
905	0.000710
910	0.000702
915	0.000726
920	0.000727
925	0.000735
930	0.000736
935	0.000750
940	0.000753
945	0.000764
950	0.000766
955	0.000775
960	0.000792
965	0.000787
970	0.000806
975	0.000804
980	0.000811
985	0.000819
990	0.000832
995	0.000837
1000	0.000845
1005	0.000861
1010	0.000866
1015	0.000873
1020	0.000878
1025	0.000887
1030	0.000898
1035	0.000918
1040	0.000912
1045	0.000925
1050	0.000946
1055	0.000939
1060	0.000961
1065	0.000956
1070	0.000975
1075	0.000977
1080	0.000988
1085	0.001002
1090	0.001001
1095	0.001023
1100	0.001020
1105	0.001032
1110	0.001040
1115	0.001049
1120	0.001065
1125	0.001082
1130	0.001075
1135	0.001084
1140	0.001094
1145	0.001104
1150	0.001117
1155	0.001128
1160	0.001137
1165	0.001148
1170	0.001152
1175	0.001169
1180	0.001188
1185	0.001189
1190	0.001191
1195	0.001213
1200	0.001214
1205	0.001220
1210	0.001231
1215	0.001240
1220	0.001251
1225	0.001263
1230	0.001271
1235	0.001282
1240	0.001292
1245	0.001316
1250	0.001312
1255	0.001327
1260	0.001334
1265	0.001344
1270	0.001365
1275	0.001368
1280	0.001375
1285	0.001388
1290	0.001398
1295	0.001431
1300	0.001425
1305	0.001437
1310	0.001446
1315	0.001450
1320	0.001466
1325	0.001472
1330	0.001484
1335	0.001497
1340	0.001513
1345	0.001524
1350	0.001542
1355	0.001538
1360	0.001557
1365	0.001566
1370	0.001573
1375	0.001584
1380	0.001595
1385	0.001623
1390	0.001630
1395	0.001641
1400	0.001644
1405	0.001658
1410	0.001675
1415	0.001696
1420	0.001703
1425	0.001712
1430	0.001724
1435	0.001724
1440	0.001739
1445	0.001757
1450	0.001773
1455	0.001783
1460	0.001789
1465	0.001802
1470	0.001813
1475	0.001821
1480	0.001835
1485	0.001850
1490	0.001868
1495	0.001880
1500	0.001884
1505	0.001910
1510	0.001909
1515	0.001936
1520	0.001940
1525	0.001950
1530	0.001981
1535	0.001977
1540	0.001993
1545	0.002007
1550	0.002011
1555	0.002030
1560	0.002045
1565	0.002061
1570	0.002074
1575	0.002074
1580	0.002091
1585	0.002099
